value
Apis mellifera
Senecio brasiliensis
Xeranthemum squarrosum
Lobelia pinifolia
Echium arenarium
Echium parviflorum
Lampranthus glaucoides
Oscularia falciformis
Ruschia caroli
Dianthus tripunctatus
Phytolacca heterotepala
Limoniastrum monopetalum
Muehlenbeckia sagittifolia
Coriaria myrtifolia
Coriaria nepalensis
Fedia cornucopiae
Lotus conjugatus
Melilotus italicus
Quercus coccinea
Quercus imbricaria
Carya illinoiensis
Pelargonium cordifolium
Pelargonium ranunculophyllum
Origanum majoricum
Teucrium dunense
Callitriche cribrosa
Cymbalaria aequitriloba
Sibthorpia peregrina
Phoebe indica
Hypericum atomarium
Salix canescens
Abutilon hybridum
Pavonia sepium
Eucalyptus dalrympleana
Eucalyptus raveretiana
Eucalyptus algeriensis
Eucalyptus trabutii
Metrosideros robusta
Pyracantha rogersiana
Aichryson laxum
Crassula aquatica
Vitis acerifolia
Chamaecyparis obtusa
Abies insignis
Podocarpus totara
Dicksonia antarctica
Blechnum capense
Zootecus insularis
Monacha obstructa
Polygyra cereolus
Heliotropium zeylanicum
Salvadora persica
Cucumis prophetarum
Enicostema axillare
Euphorbia dracunculoides
Euphorbia granulata
Abutilon fruticosum
Abutilon pannosum
Cuscuta pedicellata
Thecodiplosis japonensis
Matsucoccus thunbergianae
Balanus perforatus
Bantariella bocki
Halichondria bowerbanki
Achyranthes japonica
Streblospio gynobranchiata
Mesocalanus tenuicornis
Neocalanus gracilis
Clausocalanus arcuicornis
Ctenocalanus vanus
Calocalanus pavo
Calocalanus pavoninus
Calocalanus plumulosus
Calocalanus tenuis
Mecynocera clausi
Paracalanus aculeatus
Paracalanus nanus
Pontella mediterranea
Agetus flaccus
Agetus typicus
Corycaeus clausi
Urocorycaeus furcifer
Oncaea mediterranea
Triconia dentipes
Microsetella rosea
Euterpina acutifrons
Macropsis eleagni
Podisus maculiventris
Trioza neglecta
Plagiolepis obscuriscapa
Uscana johnstoni
Monema flavescens
Sibine stimulea
Acontia candefacta
Eurypanopeus depressus
Verruca spengleri
Einhornia crustulenta
Clarias ngamensis
Rathkea octopunctata
Sagittaria subulata
Sagittaria trifolia
Saccharum ravennae
Artemisia lancea
Artemisia lavandulaefolia
Tragopogon graminifolius
Amaranthus budensis
Salicornia europaea
Salicornia ramosissima
Suaeda splendens
Phemeranthus confertiflorus
Sophora jaubertii
Hypecoum imberbe
Anemone altaica
Hypaniola kowalewskii
Cornigerius maeoticus
Sinoxylon senegalense
Acanthoscelides pallidipennis
Bruchidius dorsalis
Capraita suturalis
Chilocorus bijugus
Lindorus lophanthae
Polygraphus proximus
Arboridia kakogawana
Pulvinaria peregrina
Lopholeucaspis japonica
Stictocephala bubalus
Haplochrois theae
Ponometia candefacta
Grapholita delineana
Niphargoides sp.
Pontogammarus abbreviatus
Pontogammarus sp.
Pterocuma pectinatum
Pterocuma sowinskyi
Stenocuma cercaroides
Hyloniscus riparius
Alosa caspia
Alosa immaculata
Cobitis taenia
Misgurnus nikolskyi
Pelecus cultratus
Petroleuciscus borysthenicus
Micromesistius poutassou
Pungitius platygaster
Parablennius incognitus
Benthophiloides brauneri
Benthophilus stellatus
Chromogobius zebratus
Gobius cruentatus
Millerigobius macrocephalus
Ponticola gorlap
Ponticola syrman
Zebrus zebrus
Serranus hepatus
Salvelinus lepechini
Osmerus eperlanus
Syngnathus abaster
Syngnathus acus
Pelobates fuscus
Rana temporaria
Perdix dauurica
Bison bonasus
Alces alces
Vulpes corsac
Felis chaus
Lynx lynx
Martes foina
Martes zibellina
Mustela eversmanii
Mustela lutreola
Eptesicus serotinus
Pipistrellus kuhlii
Erinaceus roumanicus
Crocidura leucodon
Desmana moschata
Lepus timidus
Arvicola amphibius
Microtus arvalis
Microtus oeconomus
Myodes rutilus
Hystrix indica
Apodemus agrarius
Apodemus flavicollis
Apodemus uralensis
Meriones tamariscinus
Mesocricetus raddei
Marmota bobak
Marmota camtschatica
Pteromys volans
Spermophilus fulvus
Spermophilus major
Spermophilus pygmaeus
Cyrtopodion caspius
Crassostrea gigas
Anabaenopsis raciborskii
Pseudo-nitzschia calliantha
Trieres chinensis
Butomus junceus
Iris hybrida
Tulipa hybr
Carex colchica
Carex gmelinii
Carex leiorhyncha
Carex turkestanica
Elymus trachycaulus
Elytrigia repens
Koeleria cristata
Koeleria delavignei
Leymus karelinii
Leymus paboanus
Leymus ramosus
Lolium hybridum
Microstegium nudum
Puccinellia tenuissima
Secale sylvestre
Stipagrostis plumosa
Astrodaucus littoralis
Heracleum asperum
Laserpitium hispidum
Sphallerocarpus gracilis
Acanthocephalus benthamianus
Achillea seidelii
Adenocaulon himalaicum
Arctium palladinii
Artemisia afra
Artemisia borealis
Artemisia caerulescens
Artemisia jacutica
Artemisia serotina
Artemisia tournefortiana
Cirsium esculentum
Coreopsis atkinsiana
Erigeron acris
Phalacroloma annuum
Heteropappus biennis
Jurinea cyanoides
Sonchus brachyotus
Symphyotrichum puniceum
Taraxacum sinicum
Tragopogon ruthenicus
Tripleurospermum subpolare
Brunnera sibirica
Echium biebersteinii
Lappula consanguinea
Lappula intermedia
Lappula szovitsiana
Nonea rossica
Onosma tinctorium
Pulmonaria angustifolia
Brassica campestris
Clypeola jonthlaspi
Crambe tataria
Cryptospora falcata
Descurainia sophioides
Dontostemon integrifolius
Dontostemon pinnatifidus
Erucastrum armoracioides
Leavenworthia torulosa
Matthiola bicornis
Olimarabidopsis sp.
Rorippa barbareifolia
Corispermum elongatum
Corispermum redowskii
Salicornia perennans
Salsola collina
Eremogone longifolia
Gypsophila altissima
Silene songarica
Atriplex tichomirovii
Axyris hybrida
Axyris sphaerosperma
Chenopodium karoi
Salsola australis
Knorringia sibirica
Polygonum rigidum
Rumex evenkiensis
Rumex rossicus
Rumex ucranicus
Valeriana sambucifolia
Astragalus mucidus
Lotus ucrainicus
Thermopsis lanceolata
Vicia unijuga
Erodium hoefftianum
Leonurus glaucescens
Meehania urticifolia
Thymus marschallianus
Euphrasia hirtella
Veronica arguteserrata
Euphorbia virgata
Populus moskoviensis
Salix euxina
Epilobium roseum
Fraxinus mandshurica
Hylomecon japonicum
Papaver carmeli
Papaver clavatum
Papaver pavoninum
Ceratocephala testiculata
Halerpestes sarmentosus
Leptopyrum fumarioides
Alchemilla murbeckiana
Amelanchier canadensis
Aronia mitschurinii
Crataegus ambigua
Crataegus chlorocarpa
Crataegus chlorosarca
Crataegus dahurica
Crataegus pentagyna
Crataegus pinnatifida
Crataegus rivularis
Malus astracanica
Malus robusta
Persica vulgaris
Potentilla angarensis
Potentilla collina
Potentilla fragiformis
Potentilla tergemina
Poterium tenuifolium
Prunus divaricata
Prunus fruticosa
Rosa caryophyllacea
Rosa majorugosa
Rosa viarum
Rubus macrophyllus
Thesium arvense
Acer tegmentosum
Cuscuta tinei
Juniperus sabina
Rastrineobola argentea
Haplochromis erythromaculatus
Oreochromis esculentus
Schilbe intermedius
Protopterus aethiopicus
Schefflera elegantissima
Euploca strigosa
Begonia coccinea
Begonia foliosa
Begonia heracleifolia
Begonia incarnata
Begonia ricinifolia
Begonia sanguinea
Alstonia venenata
Eucalyptus maculata
Eucalyptus maidenii
Eucalyptus torelliana
Citrus maxima
Citrus paradisii
Merremia dissecta
Brugmansia aurea
Cyphomandra betacea
Physalis minima
Orthomorpha coarctata
Ophisternon aenigmaticum
Scinax ruber
Sapajus apella
Anolis wattsi
Norops sagrei
Biomphalaria glabrata
Cyanotis cristata
Eragrostis airoides
Calathea lutea
Emilia praetermissa
Amphisbaena fuliginosa
Sparganophorus sparganophora
Funtumia elastica
Spermacoce latifolia
Justicia procumbens
Sida glomerata
Uraeginthus angolensis
Civettictis civetta
Sargassum natans
Cordia gerascanthus
Rhododendron mucronatum
Dolichos ensiformis
Erythrina mitis
Mimosa polydactyla
Corynanthe paniculata
Ocimum minimum
Moronobea esculenta
Hevea guianensis
Plinia cauliflora
Phenax sonneratii
Ximenia americana
Ipomoea tiliacea
Brephidium exilis
Carasobarbus apoensis
Cyprinion acinaces
Coracias benghalensis
Ploceus philippinus
Pupoides coenpictus
Encelia farinosa
Prosopis koelziana
Physalis stapelioides
Najas pectinata
Potamogeton schweinfurthii
Hyptis sp.
Nymphaea micrantha
Chaitophorus populifolii
Cytisus grandiflorus
Maclura aurantiaca
Calandra sordida
Nesoenas picturatus
Achatina immaculata
Subulina striatella
Gonaxis quadrilateralis
Verticillium calophylli
Caulerpa bikinensis
Cycas thouarsii
Amorphophallus paeoniifolius
Caladium humboldtii
Gonatopus boivinii
Philodendron cordatum
Philodendron erubescens
Philodendron hederaceum
Philodendron lacerum
Rhaphidophora korthalsii
Acrocomia aculeata
Attalea cohune
Brahea edulis
Jubaea chilensis
Latania loddigesii
Latania verschaffeltii
Phoenix loureiroi
Phoenix rupicola
Crinum amabile
Crinum macowanii
Hymenocallis speciosa
Lycoris radiata
Scadoxus multiflorus
Dracaena aubryana
Ophiopogon intermedius
Neomarica northiana
Arachnis maingayi
Cattleya mantinix
Dendrobium crumenatum
Dendrobium phalaenopsis
Dendrobium pulchellum
Grammatophyllum speciosum
Oncidium sphacelatum
Orchis purpurea
Papilionanthe teres
Commelina longifolia
Cyperus cuspidatus
Heliconia farinosa
Maranta leuconeura
Amomum magnificum
Schefflera heptaphylla
Ilex paraguariensis
Gaillardia aestivalis
Spilanthes mauritiana
Cordia lutea
Alternanthera bettzickiana
Iresine herbstii
Opuntia tuna
Mollugo nudicaulis
Plumbago indica
Elaeodendron orientale
Begonia humilis
Begonia ulmifolia
Luffa cylindrica
Bonellia macrocarpa
Mimusops coriacea
Acacia polystachya
Adenanthera microsperma
Amherstia nobilis
Cassia agnes
Cassia roxburghii
Chamaecrista telfairiana
Dipteryx odorata
Dipteryx punctata
Intsia cuanzensis
Lysidice rhodostegia
Paraderris malaccensis
Peltogyne recifensis
Saraca indica
Tadehagi triquetrum
Vigna angularis
Beaumontia grandiflora
Huernia hislopii
Kopsia arborea
Kopsia fruticosa
Pentopetia androsaemifolia
Willughbeia edulis
Euclinia longiflora
Ixora hookeri
Oldenlandia goreensis
Rogiera amoena
Rosenbergiodendron formosum
Vangueria infausta
Brillantaisia owariensis
Justicia brasiliana
Pachystachys spicata
Phlogacanthus turgidus
Ruspolia hypocrateriformis
Strobilanthes auriculatus
Thunbergia holstii
Dolichandra uncata
Clerodendrum nutans
Clerodendrum umbellatum
Clerodendrum speciosum
Congea tomentosa
Karomia speciosa
Leucas aspera
Plectranthus prostratus
Pogostemon heyneanus
Rotheca serrata
Vitex doniana
Annona macroprophyllata
Hydnocarpus pentandrus
Parinari curatellifolia
Pentadesma butyracea
Erythroxylum novogranatense
Euphorbia inaequilatera
Euphorbia lomi
Excoecaria cochinchinensis
Cassipourea gummiflua
Cochlospermum vitifolium
Shorea selanica
Adansonia madagascariensis
Berrya cordifolia
Hibiscus physaloides
Melochia lanceolata
Triumfetta annua
Wikstroemia indica
Combretum constrictum
Terminalia bellirica
Terminalia benzoin
Heterotis buettneriana
Memecylon floribundum
Memecylon umbellatum
Eugenia aromatica
Nymphaea caerulea
Aristolochia gigantea
Aristolochia hians
Aristolochia littoralis
Delphinium cardiosepalum
Artocarpus hirsutus
Artocarpus odoratissimus
Rubus gardnerianus
Sorindeia grandifolia
Lansium domesticum
Melia dubia
Citrus microcarpa
Clausena anisata
Toddalia asiatica
Filicium decipiens
Sapindus rarak
Kalanchoe gastonis-bonnieri
Kalanchoe laxiflora
Porana volubilis
Solandra longiflora
Leea guineensis
Leea rubra
Agathis robusta
Cupressus pendula
Blechnum gibbum
Nephrolepis falcata
Adiantum hispidulum
Adiantum rhizophorum
Adiantum trapeziforme
Cheilanthes viridis
Pteris ensiformis
Pteris quadriaurita
Copaifera officinalis
Sida collina
Perichaeta minima
Perichaeta taprobanae
Macrobrachium inflatum
Macrobrachium lanchesteri
Barbodes rhombeus
Barbonymus altus
Barbonymus schwanenfeldii
Esomus metallicus
Hampala macrolepidota
Leptobarbus rubripinna
Neolissochilus sp.
Puntigrus partipentazona
Rasbora borapetensis
Tor tambra
Notopterus notopterus
Parambassis siamensis
Acarichthys heckelii
Apistogramma sp.
Cichla orinocensis
Geophagus altifrons
Geophagus surinamensis
Herichthys carpintis
Mesoheros festae
Satanoperca jurupari
Vieja melanura
Rhinogobius giurinus
Trichopsis schalleri
Larimichthys crocea
Hemibagrus nemurus
Mystus castaneus
Mystus wolffii
Macrognathus zebrinus
Microhyla fissipes
Lonchura ferruginosa
Pycnonotus melanicterus
Acridotheres melanopterus
Megalaima lineata
Tomistoma schlegelii
Xenochrophis flavipunctatus
Xenochrophis vittatus
Pareas margaritophorus
Carettochelys insculpta
Trachemys decussata
Batagur baska
Batagur borneoensis
Heosemys grandis
Orlitia borneensis
Siebenrockiella crassicollis
Sternotherus carinatus
Manouria emys
Lissemys punctata
Brachidontes striatulus
Pilsbryoconcha exilis
Pseudodon vondembuschianus
Taia polyzonata
Amerianna carinata
Paraperipatus papuensis
Gymnodinium impudicum
Typhonium flagelliforme
Typhonium roxburghii
Typhonium trilobatum
Arenga westerhoutii
Metroxylon sagu
Spathoglottis unguiculata
Hanguana corneri
Cyperus elatus
Cyperus leptocarpus
Cyperus trialatus
Diplacrum caricinum
Eleocharis ochrostachys
Eleocharis retroflexa
Fimbristylis acuminata
Fimbristylis fusca
Fimbristylis griffithii
Fimbristylis obtusata
Fimbristylis schoenoides
Fimbristylis tetragona
Fimbristylis tristachya
Pycreus sanguinolentus
Rhynchospora rubra
Schoenus calostachyus
Scleria biflora
Scleria levis
Scleria oblata
Scleria rugosa
Eriocaulon willdenovianum
Acroceras munroanum
Bambusa heterostachya
Gigantochloa thoi
Gigantochloa wrayi
Isachne pulchella
Ischaemum barbatum
Ischaemum ciliare
Panicum auritum
Sacciolepis myosuroides
Schizostachyum brachycladum
Schizostachyum jaculans
Schizostachyum zollingeri
Sorghum propinquum
Xyris complanata
Costus lucanusianus
Zingiber ottensii
Adenostemma brasilianum
Blumea membranacea
Enydra fluctuans
Trichosanthes cochinchinensis
Trichosanthes scabra
Hydrocera triflora
Callerya atropurpurea
Chamaecrista leschenaultiana
Dalbergia latifolia
Dioclea hexandra
Ohwia caudata
Uraria crinita
Polygala glaucoides
Salomonia cantoniensis
Limahlania crenulata
Oldenlandia biflora
Oldenlandia herbacea
Oldenlandia trinervia
Oldenlandia verticillata
Scleromitrion diffusum
Dicliptera sebastinei
Dicliptera sivarajanii
Hemigraphis confinis
Hygrophila auriculata
Hygrophila meianthos
Hygrophila phlomoides
Hygrophila ringens
Ruellia repens
Anisomeles indica
Pogostemon auricularius
Utricularia bifida
Utricularia caerulea
Utricularia minutissima
Bonnaya ruellioides
Lindernia ciliata
Vandellia elata
Vandellia viscosa
Centranthera tranquebarica
Microcarpaea minima
Adenosma indianum
Adenosma inopinatum
Limnophila chinensis
Limnophila laxa
Limnophila villosa
Acalypha siamensis
Hypericum japonicum
Antidesma bunius
Triumfetta tomentosa
Tinospora crispa
Artocarpus integer
Pipturus argenteus
Pouzolzia zeylanica
Gonocarpus chinensis
Erycibe leucoxyloides
Hydrolea zeylanica
Solanum lasiocarpum
Solanum nodiflorum
Christella parasitica
Sphaerostephanos unitus
Aleuroclava cubae
Ceroplastes ceriferus
Dichromothrips corbetti
Coregonus renke
Allium karataviense
Tradescantia andersoniana
Tradescantia viridis
Seseli rigidum
Siler montanum
Achillea macrophylla
Carduus beckianus
Carduus solteszii
Carduus textorisianus
Rhaponticum scariosum
Symphyotrichum patulum
Anchusa leptophylla
Chenopodium thellungii
Cornus alternifolia
Melilotus schaenheitianus
Onobrychis versurarum
Carya alba
Viola kalksburgensis
Epilobium fleischeri
Oenothera albisubcurva
Oenothera slovaca
Papaver alpinum
Prunus insititia
Toxicodendron vernicifluum
Xanthoceras sorbifolia
Heuchera americana
Abies firma
Theridula gonygaster
Uloborus glomosus
Mallodon downesii
Xyleborus pfeilii
Dasineura oxycoccana
Stenodiplosis panici
Cinara curvipes
Vespa orientalis
Phyllocnistis vitegenella
Salvelinus umbla
Branta bernicla
Falco rusticolus
Pheucticus ludovicianus
Emberiza bruniceps
Emberiza rutila
Passer luteus
Strix nebulosa
Muggiaea atlantica
Ceratoperidinium margalefii
Hyaloperonospora parasitica
Peronospora chlorae
Peronospora conglomerata
Peronospora grisea
Peronospora myosotidis
Peronospora phyteumatis
Peronospora trifoliorum
Peronospora violae
Phytophthora hedraiandra
Phytophthora kernoviae
Plasmopara nivea
Botryosphaeria dothidea
Neofusicoccum mangiferae
Phyllosticta philoprina
Cladosporium macrocarpum
Cercospora apii
Dothistroma pini
Mycosphaerella isariphora
Mycosphaerella mori
Mycosphaerella podagrariae
Mycosphaerella ribis
Passalora thalictri
Phloeospora robiniae
Polythrincium trifolii
Ramularia sambucina
Septoria petroselini
Septoria scleranthi
Septoria stellariae
Sphaerulina betulae
Elsinoe ampelina
Camarosporidiella laburni
Cucurbitaria piceae
Ascochyta syringae
Ascochyta trifolii
Leptosphaerulina trifolii
Melanomma rhododendri
Petrakia echinata
Splanchnonema platani
Stemphylium vesicarium
Pseudodidymella fagi
Rhizosphaera kalkhoffii
Venturia chlorospora
Venturia populina
Venturia pyrina
Venturia saliciperda
Anisomeridium polypori
Blumeria graminis
Erysiphe arcuata
Erysiphe berberidis
Erysiphe elevata
Erysiphe heraclei
Erysiphe lonicerae
Neoerysiphe galeopsidis
Podosphaera clandestina
Podosphaera leucotricha
Sawadaea tulasnei
Drepanopeziza punctiformis
Lanzia echinophila
Cristulariella depraedans
Septotis podophyllina
Strasseria geniculata
Lophodermium piceae
Lophodermium pini-excelsae
Acrosporium verbenae
Pithya cupressina
Apiognomonia errabunda
Discula destructiva
Gnomoniopsis smithogilvyi
Dicarpella dryina
Melanconis modonia
Valsa laurocerasi
Colletotrichum dematium
Colletotrichum gloeosporioides
Verticillium dahliae
Epichloe typhina
Neonectria ditissima
Pseudonectria buxi
Cryptostroma corticale
Biscogniauxia mediterranea
Biscogniauxia nummularia
Taphrina bullata
Taphrina cerasi
Taphrina deformans
Taphrina pruni
Cyathus stercoreus
Leucoagaricus leucothites
Hydnangium carneum
Crepidotus crocophyllus
Omphalotus olearius
Strobilurus esculentus
Tricholoma caligatum
Guepinia helvelloides
Chroogomphus helveticus
Pisolithus arhizus
Serpula lacrymans
Geastrum campestre
Lysurus cruciatus
Phallus impudicus
Pycnoporellus fulgens
Ganoderma resinaceum
Perenniporia ochroleuca
Russula melliolens
Entyloma fergussonii
Entyloma fuscum
Tilletia caries
Microbotryum violaceum
Sphacelotheca reiliana
Chrysomyxa abietis
Cronartium pini
Melampsora allii-populina
Melampsora caprearum
Melampsora euphorbiae
Melampsora hypericorum
Melampsora laricis-pentandrae
Melampsora laricis-populina
Melampsora populnea
Phragmidium fusiforme
Phragmidium potentillae
Phragmidium violaceum
Trachyspora alchemillae
Gymnosporangium clavariiforme
Gymnosporangium cornutum
Gymnosporangium tremelloides
Puccinia aegopodii
Puccinia arenariae
Puccinia asarina
Puccinia chaerophylli
Puccinia cnici-oleracei
Puccinia coronata
Puccinia difformis
Puccinia distincta
Puccinia festucae
Puccinia gentianae
Puccinia iridis
Puccinia menthae
Puccinia phragmitis
Puccinia pimpinellae
Puccinia poarum
Puccinia porri
Puccinia recondita
Puccinia tanaceti
Puccinia violae
Uromyces anthyllidis
Uromyces appendiculatus
Uromyces dactylidis
Uromyces dianthi
Uromyces erythronii
Uromyces pisi-sativi
Uromyces polygoni-avicularis
Uromyces rumicis
Uromyces trifolii-repentis
Melampsorella caryophyllacearum
Pucciniastrum areolatum
Pucciniastrum epilobii
Pucciniastrum symphyti
